,Dept,Number,Course_Name,Professor,Start_Time,End_Time,Location,Description,Pre/coreqs,Offered,Dept + Number,Median Grade,Semester (Ex: SP21)
875,BIOMI,3500,Marine Microbes and Disease in a Changing Ocean,Ian Hewson,07:30PM,08:45PM,Warren Hall B02,"Marine microorganisms fuel globally significant elemental cycles through their activities. They also drive diseases in multicellular life through pathogenesis, modulation of host-associated microbiomes, and through induction of stressors (e.g. toxins, hypoxia). The purpose of this course is to provide junior- and senior-level students a background in biological oceanography, marine microbial ecology, biogeochemistry, and disease pathogenesis in marine habitats. The emphasis of the course is on understanding how biology affects and is affected by the oceans, and how organisms interact to produce ocean biological phenomena. The course is divided into 4 modules: 1) Marine microbial diversity and ocean structure; 2) Ocean biogeochemistry; 3) Marine disease pathogenesis; and 4) Pollution and climate change. This course will equip students with foundations for further undergraduate courses in ocean sciences and environmental dynamics, and for graduate studies in biological oceanography and marine biology.","Prerequisite: BIOEE 1610, BIOEE 1780.  Recommended prerequisite: BIOEE 1540/EAS 1540.",Spring.,BIOMI 3500,,
876,BIOMI,3990,Professional Skills for Host-Microbe Interactions Research,Tory Hendry,03:45PM,04:35PM,Stocking Hall M01,"This course complements the Undergraduate Research Experience program coordinated by the Cornell Institute of Host-Microbe Interactions and Disease. The goal is to introduce students interested in research on host-microbe interactions to professional skills needed to successfully complete research projects and apply to graduate school. Course activities will address principles of the scientific method, electronic database literacy, science citation software, research ethics, science communication as well as planning for graduate study, including preparation of curriculum vitae and personal statement.",,Spring.,BIOMI 3990,,
877,BIOMI,4040,Pathogenic Bacteriology,Dorothy Debbie,10:10AM,11:00AM,Fernow Hall G24,"Course in medical microbiology, presenting the major groups of bacterial pathogens important to human and veterinary medicine. Emphasizes infection and disease pathogenesis. Topics include disease causality; interactions of host, pathogen, and environment, including immunity to bacteria; and principles of antimicrobial therapy and drug resistance. Recommended for those planning to attend medical school, graduate school, or veterinary medical school, or those just interested in how bacteria cause disease.  A companion seminar addresses the current and classic literature related to the pathophysiology of medically important bacterial pathogens on the cellular and molecular levels.",Prerequisite: BIOMI 2900 or permission of instructor.,Spring.,BIOMI 4040,A,SP21
878,BIOMI,6906,Prokaryotic Biology: Viral Diversity and Ecology,Ian Hewson,11:25AM,12:40PM,Morrison Hall 342,"This course is intended to give graduate students an introduction to virology in an environmental setting. As crucial components of ecosystem function in many habitats, viruses infecting bacteria (bacteriophage) and higher organisms infect and kill their hosts, mediate gene transfer, influence system biogeochemical cycling, and form important links in microbial food webs. This course will provide an overview of viral biology and lifestyles, infection kinetics, and then provide an appreciation for different types of viruses including uncultivated viruses recovered through metagenomics. The course will conclude with discussion of viral influence upon ecosystem processes and host communities.",,Spring.,BIOMI 6906,,
879,BIOMI,7980,Graduate Research Seminar in Microbiology,Joe Peters,03:45PM,04:35PM,Riley-Robb Hall 125,All graduate students in the field of microbiology are required to attend and present a seminar concerning their research at least once each year.,,"Fall, Spring.",BIOMI 7980,,
880,BIOMS,3160,Cellular Physiology,Andrew White,11:20AM,12:10PM,Vet Education Center S1165-LH2,"A comprehensive course covering the general characteristics of eukaryotic cells; the structure, composition, and function of subcellular organelles; and the major signal transduction pathways regulating a variety of physiological cell activities. Among the main subjects covered are absorption and transport processes, mechanism of action of signaling molecules (hormones), the cell cycle and regulation of cell proliferation, cell-cell communication, extracellular matrix, stem cells, apoptosis, and carcinogenesis.","Prerequisite: BIOMG 1350 or previous or concurrent enrollment in BIOMG 3300, BIOMG 3310 and BIOMG 3320, or BIOMG 3330.",Spring.,BIOMS 3160,,
881,BIOMS,3310,General Parasitology,Dwight Bowman,12:25PM,01:15PM,Morrison Hall 334,"This course is an introduction to the basic animal parasites, stressing systematics, taxonomy, general biology, ecological interactions, and behavior of non-medically important groups. Introduces the major animal parasite groups: protozoan, nematode, platyhelminth, acanthocephalan, annelid, and arthropod.","Prerequisite: BIOEE 1610, or BIOEE 1780, or BIOEE 2640, or BIOEE 2670, or BIOEE 2740, or NS 2750, or EAS 1700, or BIOMI 2900, or one semester college-level biology or majors-level biology, or equivalent courses.",Spring.,BIOMS 3310,,
882,BIOMS,4040,Pathogenic Bacteriology,Dorothy Debbie,10:10AM,11:00AM,Fernow Hall G24,"Course in medical microbiology, presenting the major groups of bacterial pathogens important to human and veterinary medicine. Emphasizes infection and disease pathogenesis. Topics include disease causality; interactions of host, pathogen, and environment, including immunity to bacteria; and principles of antimicrobial therapy and drug resistance. Recommended for those planning to attend medical school, graduate school, or veterinary medical school, or those just interested in how bacteria cause disease.  A companion seminar addresses the current and classic literature related to the pathophysiology of medically important bacterial pathogens on the cellular and molecular levels.",Prerequisite: BIOMI 2900 or permission of instructor.,Spring.,BIOMS 4040,,
883,BIOMS,4130,Histology: The Biology of the Tissues,Keila Dhondt,01:30PM,02:20PM,Vet Education Center S1165-LH2,"Provides students with a basis for understanding the microscopic, fine-structural, and functional organization of vertebrates (primarily mammals), as well as methods of analytic morphology at the cell and tissue levels. Emphasizes dynamic interrelations of structure, composition, and function in cells and tissues.","Prerequisite: BIOMG 1350. Recommended prerequisite: BIOMG 3300 and BIOMG 3310, or equivalent.",Spring.,BIOMS 4130,,
884,BIOMS,4140,Principles of Pharmacology,Maurine Linder,02:40PM,03:30PM,Stocking Hall 146,"Undergraduate course surveying system- and organ-related aspects of pharmacology. Topics include mechanisms of drug action; drug disposition; pharmacokinetics; autonomic pharmacology; pharmacology of inflammation, allergy and platelet function; and endocrine, cardiovascular, respiratory, gastrointestinal, and renal pharmacology. The course is designed for undergraduate life science majors, particularly those interested in medical or veterinary school.",Prerequisite: BIOAP 3110 or NS 3410.,Spring.,BIOMS 4140,,
885,BIOMS,4311,"Paleoparasitology - Very, Very Cold Cases",Dwight Bowman,01:30PM,02:20PM,Morrison Hall 342,The course will introduce students to a new world of investigation into the ancient realm of human and animal associations with their parasites. Initial discoveries were parasites in tissues of Egyptian mummies and has now expanded to include human and animal remains from around the world. Parasites have also been found in coproliths from latrines and cave habitations from the Middle Pleistocene and from dinosaurs living in the early Cretaceous. Vectors and their parasites have been found in ambers that are from the Eocene. The application of modern molecular methods has added greatly to identification of these parasites of the past and have allowed new interpretations of the various agents that people have carried with them as they have traveled around the globe.,"Prerequisite: an introductory biology course and BIOMS 3310, BIOMS 4310, or permission of instructor.",Spring.,BIOMS 4311,,
886,BIOMS,5660,Social Issues in Community Engagement by Cancer Scientists,Robert Weiss,09:00AM,01:00PM,CVM Center S1210 LH4,"The goal of this intensive weekend workshop is to provide students an understanding of social issues of relevance to cancer patients. Topics to be covered may include but are not limited to psychological and economic impacts of cancer, health disparities, cancer advocacy, clinical trial access and patient rights, and public communication of science.",Recommended prerequisite: COMM 5665.,Spring.,BIOMS 5660,,
887,BIOMS,7050,Advanced Immunology,Cynthia Leifer,10:10AM,11:25AM,To Be Assigned,"This course covers selected topics in immunology at an advanced and in depth level through lectures, papers, and case based discussions.",Prerequisite: BIOMS 4150 or permission of instructor.,Spring.,BIOMS 7050,,
888,BIOMS,7900,Seminars in Stem Cell Research,Alexander Nikitin,12:25PM,01:15PM,Vet Research Tower T1003-LH3,"This course is organized as work-in-progress presentations by faculty, post-docs, and students participating in stem cell research. Each student in the Cornell Training Program in Stem Cell Research presents one seminar per year based on their research. The student then meets with the thesis committee members for an evaluation of the presentation.",,"Fall, Spring.",BIOMS 7900,,
889,BIONB,1220,FWS: Special Topics in Neurobiology and Behavior,Andrea Roeser,09:40AM,10:55AM,Corson-Mudd W358,The First-Year Writing Seminar is about introducing concepts in neuroscience and behavior and writing extensively about them. Topics vary by section.,,"Fall, Spring.",BIONB 1220,,
890,BIONB,2220,Neurobiology and Behavior II: Introduction to Neuroscience,Shelby Dietz,12:25PM,01:15PM,Uris Hall G01,"An introduction to neuroscience: the structure and function of the nervous system of humans and other animals. Topics include the cellular and molecular basis for cell signaling, the functions of neurons in communication and in decision making; neuroanatomy, neurochemistry, sensory systems, motor systems, neural development, learning and memory, and other complex brain functions. The course will emphasize how the nervous system is built during development, how it changes with experiences during life, how it functions in normal behavior, and how it is disrupted by injury and disease. Discussion sections will include a dissection of a preserved sheep brain.",Prerequisite: one year of college level biology for majors (Comparative Physiology and/or Cell and Developmental Biology are recommended) and one year of chemistry. ,"Spring, Summer.",BIONB 2220,A-,SP21
